(H)ísus	<i>noun</i><br><ol><li>arrow</li></ol>
éǵh₂|n̥smey ~ *n̥s|méǵʰye ~ *moy|h₁méǵʰyo ~ *h₁moy|n̥h₁-wé ~ *nō̆h₁|n̥smé ~ *nō̆s|we-i|n̥so- ~ *nos|h₁mé ~ h₁me|m̥(m)é ~ *me|h₁méne ~ *h₁moy|h₁mege ~ *mē (?)|h₁eǵ(Ho, -Hom)|n̥h₁ewbʰi|but the verb endings *-me|n̥smey|n̥h₁wi|mm-ét (> *mét)|wé|h₁meǵʰi ~ *moy|h₁mene|h₁eǵ|wéy|wey|h₁móy|h₁megʰi|with even enclitic *nos for *mos|nos|h₁mn|n̥sme|Dat. *mégʰi for *mébʰi is attested in Italic and Indic|moy|n̥h₁wed|h₁mene ~ *moy|n̥smé ~ *nōs|n̥smed|n̥smi|n̥sóm ~ *nō̆s|m-mé (> *mé) ~ *me|mé-me ~ *mos|h₁mé ~ *h₁me|h₁mégʰyo|h₁eǵH|but the verb endings *-medʰh₂|n̥h₃mé ~ *noh₃|n̥sero- ~ *nos|eǵoH|weh₁|h₁med|h₁mos|but not in Iranian|? ~ *nos|weys|Oblique pl. *n̥s- possibly continues earlier **m̥s- . This n was made common to the whole paradigm|n̥h₁we|h₁moy|h₁mós|nes|n̥smé ~ *nos|noh₁|n̥smé|h₁me ~ *mē (?)|n̥s- ~ *nos|ns-tero-s?|n̥sm-éy ~ *nō̆s|n̥sós|h₁me|as this sometimes becomes Indic -h- (even more here by dissimilation from initial m-).|h₁méd|n̥sos|mébʰi ~ *mey|n̥sm-ét|méme ~ *moy|n̥s ~ *nōs (?)|nōs	<i>pron</i><br><ol><li>I (first-person pronoun)</li></ol>
ís|íd|íh₂es|h₁esyeh₂i|íh₂m|eysu|íns|éymos|éyes|h₁eseh₂s (?)|ih₂es|ésyeh₂ey|h₁esieh₂ey|íh₂ms|h₁éso|ésmod|h₁esmōd|ésmi|íh₁|íh₂es (?)|ésmey|id|h₁eymus|íh₂n̥s (?)|íh₂|ih₂|ésyeh₂s|h₁eyos|íh₂mos|ésyeh₂|h₁e|íh₂bʰi|ésyo|h₁ey (?)|ésyeh₂i|h₁ésom|ins|ésmead (?)|h₁ey|ím|h₁esmi|h₁eybʰi|éysom|éysoHom|éy|íh₂m̥|éysu|h₁eysu|éybʰi|ih₂m̥|h₁esmōy|íh₂soHom|ih₂n̥s|im|íh₂su	<i>pron</i><br><ol><li>the (just named, anaphoric). This demonstrative was used instead of a third-person pronoun.</li></ol>
óynos|h₁óynead|h₁óyneh₂|h₁óyneh₂s|h₁óynos|h₁óynoh₁|h₁óyneh₂ey|h₁óynām|h₁óyneh₂i|h₁óynosyo|h₁óynom|h₁óyney|h₁óynoy|h₁óynoey|h₁óyneh₂h₁|h₁óyne	<i>num</i><br><ol><li>one</li><li>single</li></ol>
úd	<i>adv</i><br><ol><li>upwards, away, out, outward</li></ol>
úderos|úderosyo|úderead|úderom|úderomos|úderoey|úderoysu|úderōys|úderoy|úderoes|údere|úderoHom|úderey|úderoms|úderoh₁	<i>noun</i><br><ol><li>abdomen, stomach</li></ol>
údteros|údteroes|údteroyh₁|údtereh₂mos|údtereh₂es|údtereh₂ey|údteroh₁|údteroms|údteread|údtereh₂h₁e|údtereh₂s|údteroHom|údtere|údtereh₂bʰi|údtereh₂|údterām|údterey|údteroysu|údterōys|údteromos|údtereh₂h₁|údteroey|údtereh₂m̥s|údtereh₂i|údteroy|údtereh₂su|non-ablauting|údtereh₂oHom|údterosyo|údterom	<i>adj</i><br><ol><li>higher, outer</li></ol>
ǵh₂lōws	<i>noun</i><br><ol><li>sister-in-law (brother's wife)</li></ol>
ǵnéh₃t|ǵnéh₃m̥|ǵnéh₃esi|ǵn̥h₃wé|ǵnéh₃tu|ǵnéh₃onti|ǵn̥h₃dʰí|ǵnéh₃eti|ǵnéh₃|ǵnéh₃ete|ǵn̥h₃ih₁mé|ǵn̥h₃té|ǵn̥h₃ih₁tā́m|ǵnéh₃owos|ǵn̥h₃tā́m|ǵn̥h₃éntu|ǵn̥h₃ónts|ǵnéh₃oh₂|ǵnéh₃etes|ǵn̥h₃ih₁wé|ǵn̥h₃yéh₁s|ǵn̥h₃yéh₁m̥|ǵn̥h₃ih₁tóm|ǵn̥h₃ih₁té|ǵn̥h₃mé|ǵn̥h₃ént|ǵn̥h₃tóm|ǵn̥h₃ih₁ént|ǵnéh₃omos|ǵnéh₃s|ǵn̥h₃yéh₁t	<i>verb</i><br><ol><li>to know</li><li>to get to know, to meet</li></ol>
ǵn̥h₁tós|ǵn̥h₁téh₂m̥s|ǵn̥h₁téh₂ey|ǵn̥h₁tóyh₁|ǵn̥h₁téy|ǵn̥h₁téh₂|ǵn̥h₁tósyo|ǵn̥h₁tóms|ǵn̥h₁téh₂oHom|ǵn̥h₁tóh₁|ǵn̥h₁téh₂s|ǵn̥h₁tóHom|ǵn̥h₁tóey|ǵn̥h₁téh₂mos|ǵn̥h₁tā́m|ǵn̥h₁té|ǵn̥h₁téh₂h₁|ǵn̥h₁téh₂i|ǵn̥h₁téh₂su|non-ablauting|ǵn̥h₁tóes|ǵn̥h₁téh₂h₁e|ǵn̥h₁téad|ǵn̥h₁téh₂es|ǵn̥h₁tóysu|ǵn̥h₁téh₂bʰi|ǵn̥h₁tṓys|ǵn̥h₁tóy|ǵn̥h₁tómos|ǵn̥h₁tóm	<i>adj</i><br><ol><li>begotten, produced</li></ol>
ǵn̥h₃sḱéti|ǵn̥h₃sḱóm|ǵn̥h₃sḱét|ǵn̥h₃sḱéte|ǵn̥h₃sḱówos|ǵn̥h₃sḱóyt|ǵn̥h₃sḱómos|ǵn̥h₃sḱétom|ǵn̥h₃sḱé|ǵn̥h₃sḱóme|ǵn̥h₃sḱónti|ǵn̥h₃sḱṓwos|ǵn̥h₃sḱḗtes|ǵn̥h₃sḱés|ǵn̥h₃sḱóytom|ǵn̥h₃sḱóyh₁m̥|ǵn̥h₃sḱóyte|ǵn̥h₃sḱési|ǵn̥h₃sḱṓmos|ǵn̥h₃sḱḗti|ǵn̥h₃sḱówe|ǵn̥h₃sḱḗte|ǵn̥h₃sḱónt|ǵn̥h₃sḱóyme|ǵn̥h₃sḱóytām|ǵn̥h₃sḱṓnti|ǵn̥h₃sḱóyh₁n̥t|ǵn̥h₃sḱétām|ǵn̥h₃sḱṓh₂|ǵn̥h₃sḱóntu|ǵn̥h₃sḱónts|ǵn̥h₃sḱóys|ǵn̥h₃sḱóh₂|ǵn̥h₃sḱétes|ǵn̥h₃sḱétu|ǵn̥h₃sḱóywe|ǵn̥h₃sḱḗsi	<i>verb</i><br><ol><li>to recognise</li></ol>
ǵn̥h₃tós|ǵn̥h₃tṓys|ǵn̥h₃téh₂mos|ǵn̥h₃téy|ǵn̥h₃téh₂es|ǵn̥h₃téh₂ey|ǵn̥h₃téh₂i|ǵn̥h₃téh₂oHom|ǵn̥h₃tóHom|ǵn̥h₃tóey|ǵn̥h₃téh₂h₁e|ǵn̥h₃tómos|ǵn̥h₃tóms|ǵn̥h₃téad|ǵn̥h₃tóes|ǵn̥h₃tóh₁|ǵn̥h₃téh₂m̥s|ǵn̥h₃tóyh₁|ǵn̥h₃té|ǵn̥h₃tóy|ǵn̥h₃téh₂su|ǵn̥h₃tóysu|ǵn̥h₃tā́m|ǵn̥h₃téh₂s|ǵn̥h₃téh₂|ǵn̥h₃tósyo|ǵn̥h₃téh₂bʰi|ǵn̥h₃tóm|ǵn̥h₃téh₂h₁	<i>adj</i><br><ol><li>known</li><li>recognisable</li></ol>
ǵn̥néh₃ti|ǵn̥néh₃t|ǵn̥néh₃|ǵn̥nh₃ih₁ént|ǵn̥néh₃eth₂er|ǵn̥nh₃wós|ǵn̥nh₃n̥tór|ǵn̥néh₃s|ǵn̥nh₃só|ǵn̥néh₃ete|ǵn̥nh₃ih₁té|ǵn̥nh₃ih₁wédʰh₂|ǵn̥nh₃m̥h₁nós|ǵn̥nh₃té|ǵn̥néh₃etor|ǵn̥nh₃ó|ǵn̥nh₃ór|ǵn̥nh₃ih₁ró|ǵn̥nh₃ih₁médʰh₂|ǵn̥néh₃omosdʰh₂|ǵn̥néh₃eti|ǵn̥nh₃ént|ǵn̥nh₃tés|ǵn̥néh₃esi|ǵn̥néh₃oror|ǵn̥nh₃ih₁n̥tó|ǵn̥néh₃mi|ǵn̥nh₃énti|ǵn̥néh₃oh₂er|ǵn̥nh₃mós|ǵn̥nh₃ih₁tā́m|ǵn̥néh₃oh₂|ǵn̥nh₃wé|ǵn̥nh₃ih₁tóm|ǵn̥néh₃owosdʰh₂|ǵn̥nh₃ih₁th₂é|ǵn̥nh₃ró|ǵn̥nh₃th₂é|ǵn̥nh₃ih₁mé|ǵn̥nh₃yéh₁t|ǵn̥nh₃n̥tó|ǵn̥nh₃ih₁ó|ǵn̥nh₃ih₁tó|ǵn̥nh₃tór|ǵn̥nh₃wósdʰh₂|ǵn̥nh₃ih₁dʰh₂wé|ǵn̥nh₃h₂ér|ǵn̥néh₃m̥|ǵn̥nh₃h₂é|ǵn̥nh₃ónts|ǵn̥nh₃tā́m|ǵn̥nh₃mósdʰh₂|ǵn̥néh₃ontor|ǵn̥néh₃si|ǵn̥nh₃tóm|ǵn̥néh₃owos|ǵn̥nh₃dʰh₂wé|ǵn̥nh₃ih₁h₂é|ǵn̥néh₃etes|ǵn̥nh₃éntu|ǵn̥néh₃onti|ǵn̥nh₃wédʰh₂|ǵn̥nh₃médʰh₂|ǵn̥nh₃mé|ǵn̥nh₃yéh₁s|ǵn̥néh₃tu|ǵn̥néh₃edʰh₂we|ǵn̥nh₃yéh₁m̥|ǵn̥néh₃omos|ǵn̥nh₃rór|ǵn̥nh₃ih₁wé|ǵn̥nh₃tó|ǵn̥nh₃th₂ér|ǵn̥nh₃dʰí	<i>verb</i><br><ol><li>to know, recognize</li></ol>
ǵr̥h₂nóm|ǵr̥h₂nóyh₁|ǵr̥h₂nóy|ǵr̥h₂néy|ǵr̥h₂néad|ǵr̥h₂nóysu|ǵr̥h₂nṓys|ǵr̥h₂nómos|ǵr̥h₂néh₂|ǵr̥h₂nóh₁|ǵr̥h₂nóey|ǵr̥h₂nóHom|ǵr̥h₂nósyo	<i>noun</i><br><ol><li>grain</li></ol>
ǵénh₁mn̥|ǵénh₁mō|ǵn̥h₁m̥néy|ǵn̥h₁m̥nés|ǵn̥h₁mén|ǵn̥h₁ménh₁|ǵénh₁m̥nih₁|ǵn̥h₁m̥néh₁|ǵn̥h₁méns|ǵn̥h₁méney|ǵn̥h₁méni	<i>noun</i><br><ol><li>offspring, seed</li></ol>
ǵénh₁os|ǵénh₁esoHom|ǵénh₁esih₁|ǵénh₁esmos|ǵénh₁esi|ǵénh₁esos|ǵénh₁esbʰi|ǵénh₁esey|ǵénh₁esu|ǵénh₁es|ǵénh₁esh₁|ǵénh₁ōs	<i>noun</i><br><ol><li>race, lineage</li></ol>
ǵénh₁tis|ǵn̥h₁tísu|ǵénh₁ti|ǵn̥h₁téyey|ǵénh₁tih₁e|ǵn̥h₁tíbʰi|ǵn̥h₁téys|ǵn̥h₁téy|ǵn̥h₁tíh₁|ǵénh₁tih₁|ǵn̥h₁téyoHom|ǵénh₁tims|ǵn̥h₁tḗy|ǵn̥h₁tímos|ǵénh₁teyes|ǵénh₁tim	<i>noun</i><br><ol><li>birth, production</li></ol>
ǵénh₁trih₂|ǵn̥h₁tr̥yéh₂s|ǵénh₁trih₂m̥s|ǵn̥h₁tr̥yéh₂mos|ǵn̥h₁tr̥yéh₂h₁|ǵn̥h₁tr̥yéh₂bʰi|ǵn̥h₁tr̥yéh₂i|ǵn̥h₁tr̥yéh₂|ǵénh₁trih₂h₁e|ǵénh₁trih₂m̥|ǵénh₁trih₂h₁|ǵn̥h₁tr̥yéh₂su|ǵénh₁trih₂es|ǵn̥h₁tr̥yéh₂oHom|ǵn̥h₁tr̥yéh₂ey	<i>noun</i><br><ol><li>mother</li></ol>
ǵénh₁tōr|ǵénh₁torm̥s|ǵn̥h₁tr̥sú|ǵénh₁tores|ǵénh₁torm̥|ǵénh₁torh₁e|ǵn̥h₁trés|ǵénh₁tor|ǵn̥h₁tr̥mós|ǵn̥h₁tréy|ǵn̥h₁tér|ǵn̥h₁tréh₁|ǵn̥h₁tr̥bʰí|ǵn̥h₁tróHom|ǵénh₁torh₁|ǵn̥h₁téri	<i>noun</i><br><ol><li>one who begets, produces</li><li>parent</li></ol>
ǵénus|ǵénewes|ǵnéwi|ǵn̥wés|ǵnubʰí|ǵénu|ǵénuh₁|ǵn̥wóHom|ǵnumós|ǵnusú|ǵénum|ǵénums|ǵénuh₁e|ǵn̥wéy|ǵn̥wéh₁|ǵnéw	<i>noun</i><br><ol><li>cheek</li><li>jaw</li><li>chin</li></ol>
ǵérh₂onts|ǵr̥h₂énti|ǵérh₂ontes|ǵérh₂onth₂|ǵérh₂ontm̥|ǵr̥h₂éntih₂h₁|ǵr̥h₂éntih₂m̥s|ǵr̥h₂n̥tyéh₂bʰi|ǵérh₂onth₁|ǵr̥h₂n̥tyéh₂su|ǵr̥h₂n̥tyéh₂mos|ǵr̥h₂n̥tés|ǵr̥h₂n̥tbʰí|ǵérh₂ontih₁|ǵr̥h₂n̥tyéh₂s|ǵr̥h₂n̥tóHom|ǵr̥h₂n̥tyéh₂h₁|ǵr̥h₂n̥téy|ǵérh₂ont|ǵr̥h₂n̥tyéh₂i|ǵr̥h₂n̥tyéh₂oHom|ǵr̥h₂n̥tmós|ǵr̥h₂n̥tyéh₂|ǵr̥h₂ént|ǵr̥h₂éntih₂|ǵr̥h₂éntih₂es|ǵérh₂ontm̥s|ǵr̥h₂éntih₂h₁e|ǵr̥h₂n̥tyéh₂ey|ǵr̥h₂n̥tsú|ǵr̥h₂éntih₂m̥|ǵérh₂onth₁e|ǵr̥h₂n̥téh₁	<i>adj</i><br><ol><li>old</li></ol>
ǵéwseti|ǵéwsoh₂er|ǵéwsoyt|ǵéwsomedʰh₂|ǵéwsōh₂er|ǵéwsōmosdʰh₂|ǵéwsoytām|ǵéwsowe|ǵéwsoymedʰh₂|ǵéwsonti|ǵéwsōh₂|ǵéwsoyh₂e|ǵéwsetes|ǵéwsomnos|ǵéwseto|ǵéwses|ǵéwsetor|ǵéwseso|ǵéwsowedʰh₂|ǵéwsōwosdʰh₂|ǵéwsoh₂|ǵéwsētor|ǵéwsontu|ǵéwsomos|ǵéwsoyme|ǵéwsowosdʰh₂|ǵéwsont|ǵéwsoyte|ǵéwsedʰh₂we|ǵéwsome|ǵéwsoyh₁n̥to|ǵéwsoyh₁n̥t|ǵéwsoytom|ǵéwsoro|ǵéwse|ǵéwseth₂er|ǵéwsontor|ǵéwsēdʰh₂we|ǵéwsēti|ǵéwsowos|ǵéwsēth₂er|ǵéwsoyro|ǵéwsomosdʰh₂|ǵéwsēsi|ǵéwsoyh₁o|ǵéwsoys|ǵéwsōnti|ǵéwsoydʰh₂we|ǵéwsetu|ǵéwsete|ǵéwsetām|ǵéwsōror|ǵéwsōwos|ǵéwsoyth₂e|ǵéwsoror|ǵéwsōntor|ǵéwsētes|ǵéwsēte|ǵéwseth₂e|ǵéwsonts|ǵéwsoyh₁m̥|ǵéwset|ǵéwsonto|ǵéwsesi|ǵéwsoyto|ǵéwsōmos|ǵéwsoywedʰh₂|ǵéwsetom|ǵéwsoywe|ǵéwsoh₂e|ǵéwsom	<i>verb</i><br><ol><li>to taste, try, choose</li></ol>
ǵéwstus|ǵéwstu|ǵéwstewes|ǵustúbʰi|ǵustéw|ǵéwstum|ǵéwstuh₁|ǵustéws|ǵéwstums|ǵustúh₁|ǵustéwi|ǵustéwoHom|ǵustéwey|ǵustúmos|ǵustúsu|ǵéwstuh₁e	<i>noun</i><br><ol><li>taste</li></ol>
ǵómbʰos|ǵómbʰoes|ǵómbʰoHom|ǵómbʰoh₁|ǵómbʰom|ǵómbʰoey|ǵómbʰoy|ǵómbʰey|ǵómbʰomos|ǵómbʰōys|ǵómbʰoms|ǵómbʰosyo|ǵómbʰe|ǵómbʰoysu|ǵómbʰead	<i>noun</i><br><ol><li>tooth</li><li>row of teeth</li><li>peg</li></ol>
ǵónh₁os|ǵonh₁óh₁|ǵónh₁e|ǵónh₁ey|ǵónh₁omos|ǵónh₁oey|ǵónh₁oh₁|ǵonh₁ósyo|ǵonh₁óey|ǵónh₁osyo|ǵonh₁éy|ǵónh₁ead|ǵónh₁oes|ǵónh₁oysu|ǵónh₁ōys|ǵonh₁éad|ǵónh₁om|ǵónh₁oy|ǵónh₁oms|ǵonh₁éh₂|ǵónh₁oHom|ǵonh₁óy	<i>noun</i><br><ol><li>birth</li><li>offspring</li></ol>
ǵónu|ǵónwih₁|ǵnéwi|ǵnúmos|ǵnéwey|ǵnéws|ǵnéwoHom|ǵnúsu|ǵnúh₁|ǵnúbʰi|ǵónuh₂|ǵnéw	<i>noun</i><br><ol><li>knee</li></ol>
ǵʰh₂éns|ǵʰh₂énsh₁|ǵʰh₂n̥séy|ǵʰh₂n̥séh₁|ǵʰh₂énsh₁e|ǵʰh₂n̥sú|ǵʰh₂n̥sóHom|ǵʰh₂n̥smós|ǵʰh₂n̥sés|ǵʰh₂n̥sbʰí|ǵʰh₂énsi|ǵʰh₂énsm̥s|ǵʰh₂énses|ǵʰh₂énsm̥	<i>noun</i><br><ol><li>goose</li></ol>
ǵʰmṓ|ǵʰm̥néh₁|ǵʰmónes|ǵʰmn̥mós|ǵʰmén|ǵʰmn̥sú|Lindeman variant: ǵʰm̥mṓ|ǵʰmónh₁e|ǵʰmón|ǵʰmónh₁|ǵʰm̥nés|ǵʰméni|ǵʰmn̥bʰí|ǵʰm̥néy|ǵʰmónm̥s|ǵʰmónm̥|ǵʰm̥nóHom	<i>noun</i><br><ol><li>earthling</li></ol>
ǵʰoysós|ǵʰoyséad|ǵʰoysósyo|ǵʰoysóy|ǵʰoysóh₁|ǵʰoysómos|ǵʰoysé|ǵʰoysóey|ǵʰoysóms|ǵʰoyséy|ǵʰoysṓys|ǵʰoysóHom|ǵʰoysóes|ǵʰoysóysu|ǵʰoysóm	<i>noun</i><br><ol><li>spear, missile, javelin</li></ol>
ǵʰutós|ǵʰutóm|ǵʰutéh₂bʰi|ǵʰutéh₂su|ǵʰutéy|ǵʰutéh₂mos|ǵʰutósyo|ǵʰutéh₂oHom|ǵʰutóHom|ǵʰutóes|ǵʰutómos|ǵʰutéh₂s|ǵʰutóyh₁|ǵʰutéh₂m̥s|ǵʰuté|ǵʰutéh₂|ǵʰutéh₂h₁e|ǵʰutéh₂ey|ǵʰutóy|ǵʰutéh₂es|ǵʰutóh₁|ǵʰutóysu|ǵʰutóms|ǵʰutéh₂h₁|ǵʰutéad|ǵʰutéh₂i|ǵʰutā́m|ǵʰutṓys|ǵʰutóey	<i>adj</i><br><ol><li>invoked (one)</li><li>libated, poured as part of a liquid offering</li></ol>
ǵʰéslom	<i>num</i><br><ol><li>thousand</li></ol>
ǵʰésōr|ǵʰsr̥sú|ǵʰésorm̥|ǵʰsr̥bʰí|ǵʰésorh₁e|ǵʰésores|ǵʰsr̥mós|ǵʰsréy|ǵʰsér|ǵʰsrés|ǵʰsréh₁|ǵʰsróHom|ǵʰséri|ǵʰésor|ǵʰésorh₁|ǵʰésorm̥s	<i>noun</i><br><ol><li>hand</li></ol>
ǵʰéyos|ǵʰéyoms|ǵʰéyoysu|ǵʰéyey|ǵʰéyosyo|ǵʰéyoes|ǵʰéye|ǵʰéyoHom|ǵʰéyead|ǵʰéyoey|ǵʰéyōys|ǵʰéyoy|ǵʰéyoh₁|ǵʰéyom|ǵʰéyomos	<i>noun</i><br><ol><li>horse</li></ol>
ǵʰéyōm|ǵʰiméy|ǵʰyémi|ǵʰiméh₁|ǵʰimés|ǵʰyém|ǵʰéyom	<i>noun</i><br><ol><li>winter</li><li>year (as a measure of time)</li><li>frost, snow</li></ol>
ǵʰórtos|ǵʰórtoey|ǵʰórtoy|ǵʰórtoms|ǵʰórtey|ǵʰórtoysu|ǵʰórtoh₁|ǵʰórtoHom|ǵʰórtead|ǵʰórtosyo|ǵʰórtom|ǵʰórtoes|ǵʰórte|ǵʰórtōys|ǵʰórtomos	<i>noun</i><br><ol><li>enclosure</li></ol>
ǵʰḗr|ǵʰéres|ǵʰéri|ǵʰr̥sú|ǵʰrés|ǵʰréh₁|ǵʰérm̥|ǵʰréy|ǵʰérh₁|ǵʰr̥bʰí|ǵʰér|ǵʰérm̥s|ǵʰr̥mós|ǵʰróHom|ǵʰérh₁e	<i>noun</i><br><ol><li>hedgehog</li></ol>
ḱe	<i>particle</i><br><ol><li>Deictic particle, here</li><li>Post-positional demonstrative particle, this</li></ol>
ḱeḱlówe|ḱeḱluwé|ḱeḱlumé|ḱeḱluté|ḱeḱléwetes|ḱeḱl̥wé|ḱeḱluyéh₁t|ḱeḱl̥wih₁wé|ḱeḱlówtu|ḱeḱl̥wih₁mé|ḱeḱl̥wih₁té|ḱeḱlutā́m|ḱeḱléwete|ḱeḱlówh₂e|ḱeḱléwowos|ḱeḱléwoh₂|ḱeḱléwomos|ḱeḱl̥wéntu|ḱeḱl̥wih₁ént|ḱeḱléweti|ḱeḱluyéh₁s|ḱeḱléwonti|ḱeḱléwesi|ḱeḱlów|ḱeḱluwṓs|ḱeḱlówth₂e|ḱeḱluyéh₁m̥|ḱeḱludʰí|ḱeḱl̥wih₁tā́m|ḱeḱl̥wḗr|ḱeḱl̥wih₁tóm|ḱeḱlutóm	<i>verb</i><br><ol><li>to be heard, audible</li></ol>
ḱleywós|ḱleywé|ḱleywóey|ḱleywóh₁|ḱleywéh₂h₁e|ḱleywóm|ḱleywéad|ḱleywóyh₁|ḱleywéh₂su|ḱleywóysu|ḱleywóy|ḱleywā́m|ḱleywómos|ḱleywósyo|ḱleywéh₂bʰi|ḱleywóms|ḱleywéh₂oHom|ḱleywéh₂i|ḱleywṓys|ḱleywéh₂|ḱleywéh₂s|ḱleywéy|ḱleywéh₂ey|ḱleywóes|non-ablauting|ḱleywéh₂es|ḱleywéh₂m̥s|ḱleywéh₂h₁|ḱleywéh₂mos|ḱleywóHom	<i>adj</i><br><ol><li>sloped, curved</li></ol>
ḱlinéh₂ti|ḱlinh₂dʰí|ḱlinéh₂tu|ḱlinh₂mé|ḱlinh₂tó|ḱlinh₂ih₁ó|ḱlinéh₂s|ḱlinh₂th₂ér|ḱlinh₂dʰh₂wé|ḱlinh₂h₂ér|ḱlinh₂éntu|ḱlinh₂ih₁médʰh₂|ḱlinéh₂etor|ḱlinéh₂owosdʰh₂|ḱlinh₂ih₁té|ḱlinh₂tā́m|ḱlinh₂n̥tór|ḱlinéh₂ontor|ḱlinh₂ih₁tó|ḱlinh₂m̥h₁nós|ḱlinh₂ént|ḱlinh₂yéh₁t|ḱlinéh₂ete|ḱlinéh₂|ḱlinh₂ih₁dʰh₂wé|ḱlinā́m|ḱlinh₂wósdʰh₂|ḱlinh₂ró|ḱlinéh₂etes|ḱlinh₂tór|ḱlinéh₂esi|ḱlinh₂h₂é|ḱlinh₂tés|ḱlinh₂ih₁th₂é|ḱlinh₂ih₁wédʰh₂|ḱlinh₂mósdʰh₂|ḱlinéh₂mi|ḱlinh₂ih₁ént|ḱlinh₂tóm|ḱlinh₂ih₁mé|ḱlinh₂wé|ḱlinh₂médʰh₂|ḱlinh₂yéh₁s|ḱlinh₂ih₁wé|ḱlinéh₂t|ḱlinéh₂owos|ḱlinh₂th₂é|ḱlinéh₂oror|ḱlinh₂ónts|ḱlinh₂ih₁ró|ḱlinéh₂omos|ḱlinh₂ih₁n̥tó|ḱlinh₂ór|ḱlinh₂ih₁h₂é|ḱlinh₂wós|ḱlinéh₂oh₂|ḱlinéh₂si|ḱlinéh₂eth₂er|ḱlinh₂ó|ḱlinh₂n̥tó|ḱlinéh₂omosdʰh₂|ḱlinh₂té|ḱlinh₂wédʰh₂|ḱlinh₂rór|ḱlinh₂ih₁tā́m|ḱlinéh₂oh₂er|ḱlinh₂énti|ḱlinh₂só|ḱlinéh₂eti|ḱlinh₂ih₁tóm|ḱlinh₂yéh₁m̥|ḱlinéh₂edʰh₂we|ḱlinh₂mós|ḱlinéh₂onti	<i>verb</i><br><ol><li>to be leaning, sloped, bent</li></ol>
ḱlitós|ḱlitéh₂s|ḱlitéh₂i|ḱlitéh₂bʰi|ḱlitósyo|ḱlitṓys|ḱlité|ḱlitéh₂m̥s|ḱlitóysu|ḱlitóh₁|ḱlitéh₂h₁e|ḱlitéad|ḱlitéh₂oHom|ḱlitóHom|ḱlitóms|ḱlitóey|ḱlitā́m|ḱlitéh₂ey|ḱlitómos|ḱlitós|ḱlitóm|ḱlitéh₂h₁|ḱlitéh₂su|ḱlitóyh₁|ḱlitéh₂es|ḱlitéy|ḱlitóy|non-ablauting|ḱlitóes|ḱlitéh₂mos|ḱlitéh₂	<i>adj</i><br><ol><li>covered, sheltered</li><li>leaning, sloped, inclined</li></ol>
ḱlutós|ḱlutóms|ḱlutéad|ḱlutóh₁|ḱlutóy|ḱlutóes|ḱlutéh₂es|ḱlutéh₂ey|ḱlutósyo|ḱlutéh₂i|ḱlutéy|ḱlutóysu|ḱlutóm|ḱlutéh₂oHom|ḱlutéh₂mos|ḱlutéh₂h₁|ḱlutéh₂|ḱlutā́m|ḱlutéh₂su|ḱlutéh₂h₁e|ḱlutóyh₁|ḱluté|ḱlutómos|ḱlutṓys|ḱlutéh₂s|non-ablauting|ḱlutóHom|ḱlutéh₂m̥s|ḱlutéh₂bʰi|ḱlutóey	<i>adj</i><br><ol><li>heard, listened</li><li>known, famous</li></ol>
ḱléwos|ḱléwesos|ḱléwesh₁|ḱléwesu|ḱléwesmos|ḱléwesi|ḱléwōs|ḱléwesoHom|ḱléwesey|ḱléwesbʰi|ḱléwesih₁|ḱléwes	<i>noun</i><br><ol><li>fame</li></ol>
ḱléwseti|ḱléwsoh₂|ḱléwsoyte|ḱléwsoytom|ḱléwseth₂e|ḱléwsoro|ḱléwsete|ḱléwsoyme|ḱléwsoyth₂e|ḱléwses|ḱléwsōmos|ḱléwsonts|ḱléwsetes|ḱléwsowedʰh₂|ḱléwsoymedʰh₂|ḱléwsedʰh₂we|ḱléwsōror|ḱléwsōntor|ḱléwsoys|ḱléwsēth₂er|ḱléwsoyh₂e|ḱléwseso|ḱléwsoyh₁o|ḱléwsētor|ḱléwsoytām|ḱléwsēsi|ḱléwsetu|ḱléwsoh₂e|ḱléwsetom|ḱléwsontu|ḱléwsōh₂|ḱléwsōwos|ḱléwset|ḱléwsowe|ḱléwsowos|ḱléwsōh₂er|ḱléwsomos|ḱléwseto|ḱléwsom|ḱléwsowosdʰh₂|ḱléwsome|ḱléwsētes|ḱléwsont|ḱléwsetām|ḱléwsoywedʰh₂|ḱléwsoywe|ḱléwsoh₂er|ḱléwsoyh₁n̥to|ḱléwsoyh₁n̥t|ḱléwsōwosdʰh₂|ḱléwsoyh₁m̥|ḱléwsēte|ḱléwsonti|ḱléwsetor|ḱléwsōmosdʰh₂|ḱléwsoror|ḱléwsonto|ḱléwse|ḱléwseth₂er|ḱléwsomosdʰh₂|ḱléwsōnti|ḱléwsomnos|ḱléwsesi|ḱléwsoyto|ḱléwsontor|ḱléwsomedʰh₂|ḱléwsoydʰh₂we|ḱléwsoyro|ḱléwsoyt|ḱléwsēdʰh₂we|ḱléwsēti	<i>verb</i><br><ol><li>to be listening</li></ol>
